id,stackoverflowid,githubid,twitterid,ghdup,twdup
51920,1752050,3085290,18498783,f,f
51921,1752214,211889,7636802,f,f
51922,1752232,5177102,86594093,f,f
51923,1752277,271049,14694472,f,f
51924,1752294,2030414,43848455,f,f
51925,1752333,842097,330799935,f,f
51926,1752458,5273555,240183636,f,f
51927,1752536,815044,27295184,f,f
51928,1752824,3993776,1133541666,f,f
51929,1753177,2426784,221005276,f,f
51930,1753328,3414319,140116621,f,f
51931,1753366,1429228,25580805,f,f
51932,1753413,1735667,387953201,f,f
51933,1753498,1001049,356760558,f,f
51934,1753519,835321,15968688,f,f
51935,1753527,5483015,459859444,f,f
51936,1753645,4222888,455572911,f,f
51937,1753663,798477,661613,f,f
51938,1753687,586430,14392222,f,f
51939,1753742,940585,17789867,f,f
51940,1754092,2995456,139033275,f,f
51941,1754190,495753,12335652,f,f
51942,1754314,116098,42663,f,f
51943,1754350,2007630,26828381,f,f
51944,1754411,1211701,9196142,f,f
51945,1754427,3058841,18334204,f,f
51946,1754441,1019893,222047138,f,f
51947,1754502,169471,790637,f,f
51948,1754506,168176,368853878,f,f
51949,1754506,83844,16503403,t,f
51950,1754546,1058150,258988493,f,f
51951,1754609,342406,36606380,f,f
51952,1754617,74291,8407972,f,f
51953,1754642,125572,14376542,f,f
51954,1755078,2306358,609595348,f,f
51955,1755110,1893101,7350972,f,f
51956,1755130,3769766,75116997,f,f
51957,1755216,1794423,45486359,f,f
51958,1755382,1574790,151341338,f,f
51959,1755418,1823279,1896231895,f,f
51960,1755491,3071633,430191501,f,f
51961,1755523,74343,42792270,f,f
51962,1755548,1587074,5669772,f,f
51963,1755644,5077808,130931480,f,f
51964,1755698,3007851,18840140,f,f
51965,1755718,1939259,20387779,f,f
51966,1755908,3402824,130517382,f,f
51967,1755910,86221,45035281,f,f
51968,1755919,4081120,525966881,f,f
51969,1755956,280110,596549097,f,f
51970,1756096,2588813,380732950,f,f
51971,1756132,2470549,630766954,f,f
51972,1756198,4201693,312451314,f,f
51973,1756334,624847,472053109,f,f
51974,1756357,1498760,968561988,f,f
51975,1756386,1251177,14231319,f,f
51976,1756400,183158,1031,f,f
51977,1756426,713083,16683216,f,f
51978,1756434,371235,13941052,f,f
51979,1756575,1799546,1177372644,f,f
51980,1756872,943499,789522,f,f
51981,1756909,143754,82757369,f,f
51982,1756953,829401,189969399,f,f
51983,1756985,3927490,987357474,f,f
51984,1757012,3633464,188893802,f,f
51985,1757024,672019,12515102,f,f
51986,1757034,746317,17798889,f,f
51987,1757348,124580,27056950,f,f
51988,1757441,571752,97582853,f,f
51989,1757518,499279,9110522,f,f
51990,1757528,5896478,226717203,f,f
51991,1757539,1146904,14537351,f,f
51992,1757597,979558,46652123,f,f
51993,1757745,689891,18775298,f,f
51994,1757860,1592011,67007817,f,f
51995,1757864,14086,14184899,f,f
51996,1757871,2786685,10858692,f,f
51997,1757919,5796305,867125797,f,f
51998,1758049,247346,21561302,f,f
51999,1758134,147338,100212713,f,f
52000,1758239,34867,293862121,f,f
52001,1758239,34867,6021022,f,t
52002,1758291,3403777,81866717,f,f
52003,1758359,1430628,229697165,f,f
52004,1758663,434924,121946945,f,f
52005,1758838,116534,313259928,f,f
52006,1758915,7958199,2478548906,f,f
52007,1759067,98773,54203498,f,f
52008,1759132,338655,86818570,f,f
52009,1759152,144092,23573805,f,f
52010,1759224,1529040,80898565,f,f
52011,1759235,1659320,397180262,f,f
52012,1759364,1826785,447080423,f,f
52013,1759381,2630101,82102128,f,f
52014,1759399,745559,41572623,f,f
52015,1759462,2924160,196707918,f,f
52016,1759487,2736078,477368181,f,f
52017,1759503,2464772,153347844,f,f
52018,1759549,527325,25477483,f,f
52019,1759583,3485295,231085953,f,f
52020,1759604,2592847,460585208,f,f
52021,1759633,1886065,77976618,f,f
52022,1759666,196475,4372271,f,f
52023,1759688,1011628,146180616,f,f
52024,1759693,125970,17961727,f,f
52025,1759717,925376,917483815,f,f
52026,1759734,4550487,20145402,f,f
52027,1759754,50041,14689054,f,f
52028,1759997,103527,15465109,f,f
52029,1760125,25499,12894112,f,f
52030,1760261,577185,111540062,f,f
52031,1760344,6210506,263694816,f,f
52032,1760371,2652938,936172580,f,f
52033,1760406,2611201,414519306,f,f
52034,1760439,879300,17066195,f,f
52035,1760449,547594,30863064,f,f
52036,1760455,838380,29226924,f,f
52037,1760625,574768,15443238,f,f
52038,1760775,3045979,387358324,f,f
52039,1760836,4399200,125826692,f,f
52040,1760842,198910,5425362,f,f
52041,1760853,2592847,460585208,f,f
52042,1760885,108611,20446311,f,f
52043,1760902,360072,98561178,f,f
52044,1760939,1113851,79233068,f,f
52045,1761108,8460,19252539,f,f
52046,1761112,5499939,120376064,f,f
52047,1761143,3316754,272007322,f,f
52048,1761334,411425,120728078,f,f
52049,1761339,412635,9895732,f,f
52050,1761418,4201092,1280023698,f,f
52051,1761449,2041958,396637956,f,f
52052,1761533,296612,26882790,f,f
52053,1761540,1655036,291037539,f,f
52054,1761557,557414,397459983,f,f
52055,1761563,1492869,9938622,f,f
52056,1761681,457636,16391786,f,f
52057,1761907,1610070,244166143,f,f
52058,1761973,398724,18403665,f,f
52059,1761974,3997617,18026424,f,f
52060,1762054,2794617,117494678,f,f
52061,1762101,304786,14110623,f,f
52062,1762114,3838541,20135456,f,f
52063,1762225,2607335,213285601,f,f
52064,1762230,2671154,210817496,f,f
52065,1762274,9440,14432203,f,f
52066,1762282,2690574,405605116,f,f
52067,1762362,2255658,332403486,f,f
52068,1762370,2831713,15841175,f,f
52069,1762388,5161715,210817496,f,f
52070,1762414,2859357,409747062,f,f
52071,1762468,2553401,38975687,f,f
52072,1762614,67963,1022101,f,f
52073,1762639,44879,529148230,f,f
52074,1762663,170048,90801804,f,f
52075,1762694,783040,49295139,f,f
52076,1762783,940980,58824795,f,f
52077,1762823,953337,14800412,f,f
52078,1762839,342641,727995044,f,f
52079,1762872,250870,64734371,f,f
52080,1762874,1046799,21477130,f,f
52081,1762901,904854,22821179,f,f
52082,1763021,2985157,435284072,f,f
52083,1763055,2254420,26060479,f,f
52084,1763069,126392,40325830,f,f
52085,1763075,7780024,590290232,f,f
52086,1763126,604669,344356484,f,f
52087,1763255,2712040,178879057,f,f
52088,1763291,3727134,33484206,f,f
52089,1763292,302771,79005991,f,f
52090,1763369,1085503,264289123,f,f
52091,1763475,2614116,1291216316,f,f
52092,1763560,124639,89964231,f,f
52093,1763579,830503,865542816,f,f
52094,1763627,1313396,6985802,f,f
52095,1763637,316094,17392670,f,f
52096,1763638,563038,15673057,f,f
52097,1763646,1043527,16372213,f,f
52098,1763692,1096674,43910124,f,f
52099,1763694,3173710,327330739,f,f
52100,1763821,38030,19944124,f,f
52101,1763912,437589,2792703613,f,f
52102,1764030,491192,14834152,f,f
52103,1764064,1450009,218716711,f,f
52104,1764073,477776,14413356,f,f
52105,1764099,939355,17039103,f,f
52106,1764218,59912,17965612,f,f
52107,1764236,326124,74921421,f,f
52108,1764290,1559791,247252760,f,f
52109,1764296,6611045,1953752528,f,f
52110,1764467,74497,8300172,f,f
52111,1764474,1805931,36565363,f,f
52112,1764588,1797931,174000024,f,f
52113,1764604,6119887,233780264,f,f
52114,1764620,378685,19331968,f,f
52115,1764753,1560150,111280445,f,f
52116,1764804,841452,120750889,f,f
52117,1764888,178117,2336830207,f,f
52118,1764976,1819511,358022204,f,f
52119,1765077,2619812,126442755,f,f
52120,1765108,1045613,390899393,f,f
52121,1765115,1296502,862811486,f,f
52122,1765189,903615,150354409,f,f
52123,1765331,1230698,431519750,f,f
52124,1765344,474311,3638791,f,f
52125,1765357,439279,2420264532,f,f
52126,1765400,95200,28996437,f,f
52127,1765465,210353,115363580,f,f
52128,1765475,1668379,64681096,f,f
52129,1765632,2621163,271420123,f,f
52130,1765745,964970,20333772,f,f
52131,1765765,5792487,21678097,f,f
52132,1765803,2790361,14731418,f,f
52133,1765826,4418040,859803630,f,f
52134,1765925,1061742,319052543,f,f
52135,1765931,68698,863101,f,f
52136,1766007,937169,50546542,f,f
52137,1766031,273741,33317578,f,f
52138,1766060,62244,5785662,f,f
52139,1766078,821397,138824997,f,f
52140,1766163,1882230,612296659,f,f
52141,1766164,1083626,377616876,f,f
52142,1766292,2823103,19985069,f,f
52143,1766367,1410811,274953942,f,f
52144,1766443,784572,107495984,f,f
52145,1766449,1704018,29512984,f,f
52146,1766477,789762,382666674,f,f
52147,1766502,413115,14361691,f,f
52148,1766608,1062491,170772902,f,f
52149,1766637,143668,14934225,f,f
52150,1766728,4768957,2867678343,f,f
52151,1766755,2185282,46113652,f,f
52152,1766771,17285,16028462,f,f
52153,1766859,274542,18925428,f,f
52154,1767066,109462,14563623,f,f
52155,1767088,2433765,55008123,f,f
52156,1767130,316962,14395852,f,f
52157,1767176,70188,70197689,f,f
52158,1767244,72543,35050145,f,f
52159,1767285,6298523,574095656,f,f
52160,1767347,1300530,44550333,f,f
52161,1767697,748836,99151773,f,f
52162,1767702,1289946,538928952,f,f
52163,1767892,2092676,93068434,f,f
52164,1767945,789624,148051932,f,f
52165,1767983,1504445,131282307,f,f
52166,1768171,355488,6593952,f,f
52167,1768182,330935,22145285,f,f
52168,1768388,4221672,104255195,f,f
52169,1768445,206592,15592095,f,f
52170,1768457,604838,14052011,f,f
52171,1768565,1990295,54018936,f,f
52172,1768738,2979378,230098001,f,f
52173,1768760,2222870,319253313,f,f
52174,1768876,1760071,2761141105,f,f
52175,1768910,3071633,430191501,f,f
52176,1768930,194709,14297121,f,f
52177,1768960,214058,166737769,f,f
52178,1768961,2372098,26074232,f,f
52179,1768999,1485971,229466972,f,f
52180,1769016,2775493,47766614,f,f
52181,1769125,1907044,24731183,f,f
52182,1769128,2924477,1213301474,f,f
52183,1769349,3745225,2181073471,f,f
52184,1769399,3731558,82334834,f,f
52185,1769529,2067154,1424678299,f,f
52186,1769547,3944941,1099383366,f,f
52187,1769626,2903425,18582287,f,f
52188,1769641,44709,656513,f,f
52189,1769647,778759,45796028,f,f
52190,1769664,59516,24583,f,f
52191,1769669,1143320,6419692,f,f
52192,1769672,140420,37075064,f,f
52193,1769681,668957,14055373,f,f
52194,1769689,3151205,538641217,f,f
52195,1769762,4640236,35357111,f,f
52196,1769767,1276576,29589512,f,f
52197,1769780,223827,3366721,f,f
52198,1769782,1733189,31069256,f,f
52199,1769784,4837981,56138014,f,f
52200,1769952,134110,683363,f,f
52201,1770000,918973,38732138,f,f
52202,1770009,619297,14464918,f,f
52203,1770086,6082004,1154319732,f,f
52204,1770150,505894,44208480,f,f
52205,1770162,1044114,5394912,f,f
52206,1770181,2784202,78601083,f,f
52207,1770189,3174647,241638136,f,f
52208,1770251,1727840,95794306,f,f
52209,1770316,4065436,288689254,f,f
52210,1770365,5001203,182993715,f,f
52211,1770365,2552947,182993715,t,f
52212,1770476,598,9267272,f,f
52213,1770480,3928442,2723379261,f,f
52214,1770575,5784,49691858,f,f
52215,1770578,2064065,451087367,f,f
52216,1770593,302593,52357639,f,f
52217,1770608,229998,166099592,f,f
52218,1770633,762949,29961025,f,f
52219,1770635,1159983,252157321,f,f
52220,1770846,2480085,514119734,f,f
52221,1770887,1272333,200022897,f,f
52222,1770910,2724761,57203643,f,f
52223,1770937,2746190,85704091,f,f
52224,1770981,4030858,1366990232,f,f
52225,1770982,1109841,25288377,f,f
52226,1771059,3995857,424294941,f,f
52227,1771089,1812225,217637940,f,f
52228,1771115,3906,14321719,f,f
52229,1771301,219901,22757486,f,f
52230,1771306,5331167,23799316,f,f
52231,1771443,1119575,56236544,f,f
52232,1771524,2854666,1336070082,f,f
52233,1771609,1573892,82148154,f,f
52234,1771614,131308,19885991,f,f
52235,1771908,770879,2594814704,f,f
52236,1772064,109634,41639061,f,f
52237,1772102,728063,8294452,f,f
52238,1772120,3495636,105056354,f,f
52239,1772185,2450013,170927961,f,f
52240,1772220,239748,898327274,f,f
52241,1772224,3177846,2168961438,f,f
52242,1772226,2348814,517892605,f,f
52243,1772259,497957,15028998,f,f
52244,1772263,673441,14790722,f,f
52245,1772411,110345,11508192,f,f
52246,1772508,1006892,540509363,f,f
52247,1772580,4407076,14075420,f,f
52248,1772629,480560,121201471,f,f
52249,1772664,1471055,1608512251,f,f
52250,1772669,1655456,18464932,f,f
52251,1772688,54649,10444422,f,f
52252,1772743,7869439,332768850,f,f
52253,1772759,3010300,28316601,f,f
52254,1772805,2254600,120248945,f,f
52255,1772816,132856,47881234,f,f
52256,1772828,1703,14271877,f,f
52257,1772837,318003,82705484,f,f
52258,1772869,2968075,82333772,f,f
52259,1772874,3093290,56035590,f,f
52260,1772950,6088562,14485952,f,f
52261,1772989,1319459,164073985,f,f
52262,1773050,1015222,101191828,f,f
52263,1773165,294265,57321292,f,f
52264,1773196,1495628,601444879,f,f
52265,1773339,242213,8155532,f,f
52266,1773409,2386775,2379916280,f,f
52267,1773619,3568545,103512831,f,f
52268,1773664,3541001,192987694,f,f
52269,1773674,4513485,130190531,f,f
52270,1773687,1036233,370180805,f,f
52271,1773718,123946,16047917,f,f
52272,1773728,2297917,420137529,f,f
52273,1773747,3090511,152014438,f,f
52274,1773748,124808,15448711,f,f
52275,1773817,1949725,10345112,f,f
52276,1773860,2299280,1340015828,f,f
52277,1773865,137574,7814992,f,f
52278,1773904,3514018,140147799,f,f
52279,1773918,505176,15850381,f,f
52280,1773994,151406,71011651,f,f
52281,1774000,88744,165356795,f,f
52282,1774055,3112601,188592321,f,f
52283,1774081,1132575,117688556,f,f
52284,1774119,2545840,397266794,f,f
52285,1774207,2109943,98681473,f,f
52286,1774210,512826,60011262,f,f
52287,1774270,3375074,2171387739,f,f
52288,1774344,47031,23659186,f,f
52289,1774353,2094721,18971687,f,f
52290,1774538,451148,56286339,f,f
52291,1774540,731038,26867098,f,f
52292,1774564,629078,9662892,f,f
52293,1774653,4394868,45599302,f,f
52294,1774710,360260,61904342,f,f
52295,1774722,1777796,15887007,f,f
52296,1774736,679641,90080292,f,f
52297,1774759,35496,12914672,f,f
52298,1774840,81767,6172872,f,f
52299,1774852,54977,35721888,f,f
52300,1774872,1945063,22439310,f,f
52301,1774881,691607,14221119,f,f
52302,1775040,1728982,185431636,f,f
52303,1775069,73153,414381110,f,f
52304,1775203,119858,11561072,f,f
52305,1775247,2544112,337186385,f,f
52306,1775299,814246,177130192,f,f
52307,1775453,383421,863689172,f,f
52308,1775517,1308115,36695592,f,f
52309,1775585,2942047,284318278,f,f
52310,1775716,1565602,49985891,f,f
52311,1775780,2374543,748716470,f,f
52312,1775976,1208924,14142865,f,f
52313,1776119,1313101,32526353,f,f
52314,1776131,2501076,538345984,f,f
52315,1776149,2344046,41773168,f,f
52316,1776288,2655050,1840991814,f,f
52317,1776338,1848687,14157152,f,f
52318,1776383,509084,45363749,f,f
52319,1776546,103914,54832756,f,f
52320,1776566,1107406,18373691,f,f
52321,1776662,1162068,231435804,f,f
52322,1776684,2933025,20752001,f,f
52323,1776889,1265180,242506532,f,f
52324,1776967,656458,97926605,f,f
52325,1777053,3461464,46953844,f,f
52326,1777075,1400062,178268657,f,f
52327,1777213,619323,56331419,f,f
52328,1777230,1136994,30026596,f,f
52329,1777260,1208543,18007940,f,f
52330,1777349,32774,161706906,f,f
52331,1777467,2779121,481319239,f,f
52332,1777475,1056842,24029059,f,f
52333,1777489,931588,50556878,f,f
52334,1777497,2804098,390960209,f,f
52335,1777519,1047845,18058459,f,f
52336,1777555,2640699,293421862,f,f
52337,1777699,2162441,888154051,f,f
52338,1777755,294351,27683401,f,f
52339,1777756,151294,46607390,f,f
52340,1777789,2559611,26337647,f,f
52341,1777878,415865,212397511,f,f
52342,1777898,3007641,200173630,f,f
52343,1777979,2095360,484351514,f,f
52344,1778054,96196,28459488,f,f
52345,1778068,473165,2319524258,f,f
52346,1778072,1787267,14300800,f,f
52347,1778098,175838,655723,f,f
52348,1778100,1043478,25086571,f,f
52349,1778136,2659618,20953323,f,f
52350,1778159,553989,224944771,f,f
52351,1778273,1181875,14492310,f,f
52352,1778275,4587883,2206203160,f,f
52353,1778296,4865,15068183,f,f
52354,1778374,1394504,2375275674,f,f
52355,1778552,1282065,119466526,f,f
52356,1778566,469283,44218806,f,f
52357,1778705,3892513,263976208,f,f
52358,1778708,3596840,200216183,f,f
52359,1778818,4726622,396033871,f,f
52360,1778883,1704383,315140267,f,f
52361,1779106,1327761,19593878,f,f
52362,1779121,2159351,641293,f,f
52363,1779252,580604,63147574,f,f
52364,1779473,280475,66077013,f,f
52365,1779573,2886937,295623252,f,f
52366,1779658,960984,40044288,f,f
52367,1779800,2783411,18064320,f,f
52368,1779961,184571,302143243,f,f
52369,1780011,964733,154737873,f,f
52370,1780015,62141,35304001,f,f
52371,1780060,2208127,72949614,f,f
52372,1780153,1495614,54020242,f,f
52373,1780252,2645891,68460617,f,f
52374,1780269,4259183,2837917726,f,f
52375,1780389,3278226,33248859,f,f
52376,1780426,1829897,602650353,f,f
52377,1780466,3747228,143962510,f,f
52378,1780466,298301,143962510,t,f
52379,1780625,1040383,386135368,f,f
52380,1780670,1406076,485163908,f,f
52381,1780703,15752,15622245,f,f
52382,1780708,1239908,20684359,f,f
52383,1780733,1387498,18674468,f,f
52384,1780750,1191475,243589444,f,f
52385,1780763,483751,41311963,f,f
52386,1780816,3324251,24858849,f,f
52387,1780868,3083023,1551418621,f,f
52388,1780882,143950,13092562,f,f
52389,1780898,1870742,625328615,f,f
52390,1780920,496683,252995744,f,f
52391,1780956,6733375,613073276,f,f
52392,1780961,1723332,124868048,f,f
52393,1780983,630964,18381547,f,f
52394,1781008,1067921,1367793534,f,f
52395,1781009,3072714,67918573,f,f
52396,1781060,2482470,19428635,f,f
52397,1781075,1053331,18113460,f,f
52398,1781101,918675,59728468,f,f
52399,1781117,725074,257351003,f,f
52400,1781169,915521,53637240,f,f
52401,1781228,496683,252995744,f,f
52402,1781430,1760581,2508061092,f,f
52403,1781435,138706,260378122,f,f
52404,1781467,1187074,22971057,f,f
52405,1781546,1745988,19139861,f,f
52406,1781574,1649907,5440022,f,f
52407,1781670,2997285,783214969,f,f
52408,1781710,3059366,1080245390,f,f
52409,1781713,3751571,312661026,f,f
52410,1781787,882088,46255946,f,f
52411,1781818,507678,43647946,f,f
52412,1781826,60284,14064140,f,f
52413,1781841,2866757,71292273,f,f
52414,1781854,2881908,883330712,f,f
52415,1782115,1199914,212304979,f,f
52416,1782143,585507,210466246,f,f
52417,1782576,2741347,359944822,f,f
52418,1782618,1856125,940742911,f,f
52419,1782636,76576,12162742,f,f
52420,1782640,6359493,243643568,f,f
52421,1782641,3307753,38395809,f,f
52422,1782684,988051,213366264,f,f
52423,1782792,1098280,114989408,f,f
52424,1782827,485778,73133048,f,f
52425,1782854,1239752,56057876,f,f
52426,1782898,850235,47371694,f,f
52427,1782967,552417,16794214,f,f
52428,1783177,215654,80071584,f,f
52429,1783306,1091853,915176202,f,f
52430,1783378,1650878,14091056,f,f
52431,1783501,1047261,132897304,f,f
52432,1783658,1383008,560013172,f,f
52433,1783731,22360,10709512,f,f
52434,1783766,3628361,18505508,f,f
52435,1783792,3599069,23625300,f,f
52436,1783793,1650402,58481911,f,f
52437,1783921,3494111,450296593,f,f
52438,1783971,2694559,913050782,f,f
52439,1783993,1375863,563107815,f,f
52440,1784004,5428753,442984678,f,f
52441,1784062,91466,9719892,f,f
52442,1784118,957559,1377151387,f,f
52443,1784133,1275231,27883670,f,f
52444,1784149,1588161,16423755,f,f
52445,1784153,5295817,2811197996,f,f
52446,1784176,1608592,306759506,f,f
52447,1784179,3266230,377351492,f,f
52448,1784299,2798846,93928128,f,f
52449,1784389,1598319,105764937,f,f
52450,1784408,316872,223867718,f,f
52451,1784440,2689136,301235137,f,f
52452,1784602,141518,800223001,f,f
52453,1784670,88972,25476004,f,f
52454,1784815,1022488,1546780747,f,f
52455,1784979,3008448,110917550,f,f
52456,1785041,647529,165139218,f,f
52457,1785058,756571,316661090,f,f
52458,1785258,3645416,51430263,f,f
52459,1785278,53267,15037132,f,f
52460,1785383,330177,347116280,f,f
52461,1785541,128771,64258628,f,f
52462,1785571,1871911,105941583,f,f
52463,1785582,496481,34350525,f,f
52464,1785753,1204785,404982619,f,f
52465,1785755,641267,13613402,f,f
52466,1785784,572001,96283877,f,f
52467,1785791,328840,139488811,f,f
52468,1785834,403671,5443372,f,f
52469,1785843,433195,15839249,f,f
52470,1785848,1576511,60907465,f,f
52471,1785893,454607,17371953,f,f
52472,1785950,233235,43091791,f,f
52473,1786093,265504,162757136,f,f
52474,1786133,2436107,187604606,f,f
52475,1786139,3877651,14328316,f,f
52476,1786172,2397260,15952263,f,f
52477,1786201,1345950,12748832,f,f
52478,1786202,77189,10336942,f,f
52479,1786204,4356079,337873726,f,f
52480,1786265,2677562,21949499,f,f
52481,1786393,4106440,36052231,f,f
52482,1786400,592216,63804226,f,f
52483,1786429,2985475,9201162,f,f
52484,1786478,250226,43466088,f,f
52485,1786489,808675,161851492,f,f
52486,1786655,998682,71509242,f,f
52487,1786709,443413,21060379,f,f
52488,1786727,52833,26202585,f,f
52489,1786744,3780731,199058973,f,f
52490,1786812,1262087,249585001,f,f
52491,1786894,8068749,168455974,f,f
52492,1786903,2019396,1530795906,f,f
52493,1786943,6065530,484614388,f,f
52494,1786971,2083174,18934426,f,f
52495,1786983,2007829,245824070,f,f
52496,1786985,824084,7331832,f,f
52497,1787033,429107,29100565,f,f
52498,1787054,665518,11160792,f,f
52499,1787057,1155346,48342859,f,f
52500,1787153,2604414,14457822,f,f
52501,1787178,1215723,274647632,f,f
52502,1787224,5074702,266307284,f,f
52503,1787241,3261707,379368970,f,f
52504,1787275,1620340,41157903,f,f
52505,1787315,2881426,770125225,f,f
52506,1787340,2010459,552418443,f,f
52507,1787412,2530982,438909491,f,f
52508,1787517,449968,167464487,f,f
52509,1787518,666144,214622302,f,f
52510,1787525,4240072,307203100,f,f
52511,1787669,1633729,107389585,f,f
52512,1787700,2689438,18257887,f,f
52513,1787776,813996,422184074,f,f
52514,1787925,797686,333248756,f,f
52515,1787976,297340,104742274,f,f
52516,1787998,1095459,145589130,f,f
52517,1787999,1032175,111588012,f,f
52518,1788253,1292007,220302811,f,f
52519,1788352,1318881,89684288,f,f
52520,1788397,673985,102570521,f,f
52521,1788410,831346,355539151,f,f
52522,1788417,43752,1637921,f,f
52523,1788470,3252640,19329545,f,f
52524,1788473,1934524,2216041608,f,f
52525,1788500,57768,23934078,f,f
52526,1788583,2839086,1601538037,f,f
52527,1788689,5918742,95040094,f,f
52528,1788715,1547124,446940570,f,f
52529,1788834,185344,288746787,f,f
52530,1788975,3169010,187264561,f,f
52531,1788982,803668,24788188,f,f
52532,1789023,5901355,372944990,f,f
52533,1789125,1889916,91241851,f,f
52534,1789303,329526,76266540,f,f
52535,1789351,893778,1735685486,f,f
52536,1789419,442617,2519021,f,f
52537,1789428,1562009,15855205,f,f
52538,1789439,507001,817141,f,f
52539,1789457,1595635,36429814,f,f
52540,1789540,2693182,91963152,f,f
52541,1789631,1852875,23722045,f,f
52542,1789676,5412860,145102702,f,f
52543,1789724,2593741,911662147,f,f
52544,1789770,315769,53260157,f,f
52545,1789871,114089,14676748,f,f
52546,1789963,2582833,52258023,f,f
52547,1790038,1233347,15861634,f,f
52548,1790078,59139,67932336,f,f
52549,1790085,2467355,264428983,f,f
52550,1790110,1453618,134801744,f,f
52551,1790134,156575,73243030,f,f
52552,1790199,1254835,474900694,f,f
52553,1790486,2186256,42839123,f,f
52554,1790492,871613,2793101,f,f
52555,1790545,603345,20253648,f,f
52556,1790589,5521967,86456378,f,f
52557,1790690,703270,37634179,f,f
52558,1790863,1760389,25704632,f,f
52559,1790953,1746003,79436335,f,f
52560,1791093,460585,128615579,f,f
52561,1791255,952085,17178882,f,f
52562,1791338,477263,100986621,f,f
52563,1791340,1034317,81106743,f,f
52564,1791461,279127,17208930,f,f
52565,1791525,1553251,38935195,f,f
52566,1791573,114089,14676748,f,f
52567,1791607,725324,45556012,f,f
52568,1791699,1685879,213770800,f,f
52569,1791801,2942261,31312778,f,f
52570,1791805,1012180,35716727,f,f
52571,1791822,2246882,277649483,f,f
52572,1791825,414125,158754964,f,f
52573,1791863,220781,23177861,f,f
52574,1791949,236460,10085302,f,f
52575,1792022,2806876,15389177,f,f
52576,1792088,1214227,21509073,f,f
52577,1792109,722695,23247901,f,f
52578,1792200,2017238,14315003,f,f
52579,1792278,776534,16944820,f,f
52580,1792304,1283854,1205661266,f,f
52581,1792520,24211,231160368,f,f
52582,1792621,7712404,41147028,f,f
52583,1792655,196513,16359758,f,f
52584,1792679,536503,223332848,f,f
52585,1792823,1452653,1957046306,f,f
52586,1792999,82331,14470879,f,f
52587,1793180,1270001,6719092,f,f
52588,1793289,369772,19593624,f,f
52589,1793466,796851,21781456,f,f
52590,1793476,696693,257765996,f,f
52591,1793485,3660787,452239101,f,f
52592,1793567,2675922,9849182,f,f
52593,1793772,3818003,228056686,f,f
52594,1793832,781266,152978860,f,f
52595,1793848,2705555,396160474,f,f
52596,1794128,2499123,2741734161,f,f
52597,1794225,819600,50819233,f,f
52598,1794350,30832,18287237,f,f
52599,1794377,1591599,34633321,f,f
52600,1794420,1503365,396105089,f,f
52601,1794631,2046187,15871758,f,f
52602,1794665,74593,9213462,f,f
52603,1794697,1534964,8657882,f,f
52604,1794763,68452,18922981,f,f
52605,1794805,627727,16043374,f,f
52606,1795027,4939933,236792858,f,f
52607,1795050,1285934,240745965,f,f
52608,1795066,5412372,962085096,f,f
52609,1795116,6043,894321,f,f
52610,1795125,1753598,902037876,f,f
52611,1795377,2761486,39002782,f,f
52612,1795382,178698,9987222,f,f
52613,1795392,87880,382968865,f,f
52614,1795413,286099,128264038,f,f
52615,1795429,3092695,2690717640,f,f
52616,1795474,522911,15735952,f,f
52617,1795654,1410936,17960885,f,f
52618,1795715,1878170,368158112,f,f
52619,1795837,4586247,2210606900,f,f
52620,1795924,7747894,16194205,f,f
52621,1795931,2115921,215017697,f,f
52622,1795965,2551565,17985924,f,f
52623,1796070,1351111,26435324,f,f
52624,1796105,1237982,111638069,f,f
52625,1796174,2795461,64149100,f,f
52626,1796345,308601,913247172,f,f
52627,1796427,6338836,385928006,f,f
52628,1796485,3305475,341348963,f,f
52629,1796498,407131,172181248,f,f
52630,1796574,1747089,182293744,f,f
52631,1796578,963097,179874831,f,f
52632,1796625,1027826,25117671,f,f
52633,1796709,1714233,119413128,f,f
52634,1796728,3406426,21359852,f,f
52635,1796758,1329464,374985670,f,f
52636,1796854,2850662,429647166,f,f
52637,1796953,3647873,112194925,f,f
52638,1796978,4741067,17288685,f,f
52639,1796978,440983,17288685,t,f
52640,1797073,3332937,280217541,f,f
52641,1797131,49010,14288278,f,f
52642,1797166,2633328,2427540207,f,f
52643,1797167,3519832,35449980,f,f
52644,1797189,1396473,6498652,f,f
52645,1797269,3697700,16690800,f,f
52646,1797288,28592,12892722,f,f
52647,1797306,6649304,59797272,f,f
52648,1797340,58071,141862148,f,f
52649,1797440,1253873,256686567,f,f
52650,1797451,1045998,464120682,f,f
52651,1797453,2718227,584188877,f,f
52652,1797516,2196453,73932842,f,f
52653,1797517,1757094,55295617,f,f
52654,1797648,3123741,115405560,f,f
52655,1797777,7796024,168944097,f,f
52656,1798051,5823278,480442173,f,f
52657,1798402,559433,39450658,f,f
52658,1798504,1188776,25648180,f,f
52659,1798603,1238888,564546341,f,f
52660,1798734,126478,19485153,f,f
52661,1798863,1558093,189172089,f,f
52662,1798879,42098,755040,f,f
52663,1798974,3585140,41203849,f,f
52664,1798994,6674274,1454068638,f,f
52665,1799019,1428826,52061974,f,f
52666,1799127,765322,57894397,f,f
52667,1799146,6858305,584634150,f,f
52668,1799443,383903,25586719,f,f
52669,1799552,765664,14464556,f,f
